trade_id,entry_bar,exit_bar,entry_time,exit_time,direction,size,entry_price,exit_price,hold_bars,gross_pnl,commission,slippage_cost,net_pnl,entry_signal,exit_reason
58,2029,2047,2024-06-04 14:15:00+00:00,2024-06-04 15:45:00+00:00,LONG,8,5286.75,5275.0,18,-4700.0,20.0,200.0,-4920.0,toxic_cont,time_exit
59,2077,2082,2024-06-04 18:15:00+00:00,2024-06-04 18:40:00+00:00,LONG,8,5301.5,5310.0,5,3400.0,20.0,200.0,3180.0,toxic_cont,time_exit
60,2087,2091,2024-06-04 19:05:00+00:00,2024-06-04 19:25:00+00:00,LONG,8,5292.25,5296.5,4,1700.0,20.0,200.0,1480.0,toxic_cont,time_exit
61,2097,2108,2024-06-04 19:55:00+00:00,2024-06-05 14:20:00+00:00,LONG,8,5304.25,5319.75,11,6200.0,20.0,200.0,5980.0,toxic_cont,time_exit
62,2110,2114,2024-06-05 14:30:00+00:00,2024-06-05 14:50:00+00:00,LONG,9,5328.75,5328.75,4,0.0,22.5,225.0,-247.5,toxic_cont,time_exit
63,2174,2180,2024-06-05 19:50:00+00:00,2024-06-06 13:50:00+00:00,LONG,9,5364.25,5367.25,6,1350.0,22.5,225.0,1102.5,toxic_cont,time_exit
64,2232,2234,2024-06-06 18:10:00+00:00,2024-06-06 18:20:00+00:00,LONG,9,5351.0,5354.75,2,1687.5,22.5,225.0,1440.0,toxic_cont,time_exit
65,2253,2261,2024-06-06 19:55:00+00:00,2024-06-07 14:05:00+00:00,LONG,9,5365.5,5358.5,8,-3150.0,22.5,225.0,-3397.5,toxic_cont,time_exit
66,2274,2277,2024-06-07 15:10:00+00:00,2024-06-07 15:25:00+00:00,LONG,8,5361.75,5365.75,3,1600.0,20.0,200.0,1380.0,toxic_cont,time_exit
67,2311,2314,2024-06-07 18:15:00+00:00,2024-06-07 18:30:00+00:00,LONG,8,5355.75,5361.75,3,2400.0,20.0,200.0,2180.0,toxic_cont,time_exit
68,2332,2337,2024-06-10 13:30:00+00:00,2024-06-10 13:55:00+00:00,LONG,9,5346.0,5346.25,5,112.5,22.5,225.0,-135.0,toxic_cont,time_exit
69,2383,2386,2024-06-10 17:45:00+00:00,2024-06-10 18:00:00+00:00,LONG,9,5370.75,5367.0,3,-1687.5,22.5,225.0,-1935.0,toxic_cont,time_exit
70,2409,2417,2024-06-10 19:55:00+00:00,2024-06-11 14:05:00+00:00,LONG,9,5373.0,5344.5,8,-12825.0,22.5,225.0,-13072.5,toxic_cont,time_exit
71,2487,2489,2024-06-11 19:55:00+00:00,2024-06-12 13:35:00+00:00,LONG,9,5384.25,5431.5,2,21262.5,22.5,225.0,21015.0,toxic_cont,time_exit
